sb.prepare.met.point-query.warm.range100.pk1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
1.06		1	1	1.00	0.94	x.my5631_rel.z10a_bee.pk1
1.07		1	1	1.00	0.93	x.my5641_rel.z10a_bee.pk1
1.07		1	1	1.00	0.93	x.my5651_rel.z10a_bee.pk1
1.29		1	1	0.00	0.77	x.my5710_rel.z10a_bee.pk1
1.30		1	1	0.00	0.77	x.my5720_rel.z10a_bee.pk1
1.29		1	1	0.00	0.78	x.my5730_rel.z10a_bee.pk1
1.37		1	1	0.00	0.74	x.my5744_rel.z10a_bee.pk1
1.54		1	1	0.00	0.65	x.my8013_rel.z10a_bee.pk1
1.54		1	1	0.00	0.65	x.my8014_rel.z10a_bee.pk1
1.54		1	1	0.00	0.65	x.my8020_rel.z10a_bee.pk1
1.58		1	1	0.00	0.64	x.my8028_rel.z10a_bee.pk1
1.63		1	1	0.00	0.62	x.my8035_rel.z10a_bee.pk1
1.64		1	1	0.00	0.61	x.my8036_rel.z10a_bee.pk1

sb.met.range-covered-si.pre.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.001304	0	0	0.005	9626	x.my5621_rel.z10a_bee.pk1
0.001349	0	0	0.006	9247	x.my5631_rel.z10a_bee.pk1
0.001379	0	0	0.005	9031	x.my5641_rel.z10a_bee.pk1
0.001384	0	0	0.006	8990	x.my5651_rel.z10a_bee.pk1
0.001614	0	0	0	7776	x.my5710_rel.z10a_bee.pk1
0.001609	0	0	0	7806	x.my5720_rel.z10a_bee.pk1
0.001622	0	0	0	7762	x.my5730_rel.z10a_bee.pk1
0.001711	0	0	0	7362	x.my5744_rel.z10a_bee.pk1
0.001798	0	0	0	7027	x.my8013_rel.z10a_bee.pk1
0.001858	0	0	0	6789	x.my8014_rel.z10a_bee.pk1
0.001886	0	0	0	6675	x.my8020_rel.z10a_bee.pk1
0.001927	0	0	0	6550	x.my8028_rel.z10a_bee.pk1
0.002070	0	0	0	6070	x.my8035_rel.z10a_bee.pk1
0.002110	0	0	0	5994	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.03		1	1	1.20	0.96	x.my5631_rel.z10a_bee.pk1
1.06		1	1	1.00	0.94	x.my5641_rel.z10a_bee.pk1
1.06		1	1	1.20	0.93	x.my5651_rel.z10a_bee.pk1
1.24		1	1	0.00	0.81	x.my5710_rel.z10a_bee.pk1
1.23		1	1	0.00	0.81	x.my5720_rel.z10a_bee.pk1
1.24		1	1	0.00	0.81	x.my5730_rel.z10a_bee.pk1
1.31		1	1	0.00	0.76	x.my5744_rel.z10a_bee.pk1
1.38		1	1	0.00	0.73	x.my8013_rel.z10a_bee.pk1
1.42		1	1	0.00	0.71	x.my8014_rel.z10a_bee.pk1
1.45		1	1	0.00	0.69	x.my8020_rel.z10a_bee.pk1
1.48		1	1	0.00	0.68	x.my8028_rel.z10a_bee.pk1
1.59		1	1	0.00	0.63	x.my8035_rel.z10a_bee.pk1
1.62		1	1	0.00	0.62	x.my8036_rel.z10a_bee.pk1

sb.met.range-notcovered-si.pre.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.006335	0	0	0.022	1935	x.my5621_rel.z10a_bee.pk1
0.006490	0	0	0.023	1892	x.my5631_rel.z10a_bee.pk1
0.006494	0	0	0.023	1885	x.my5641_rel.z10a_bee.pk1
0.006578	0	0	0.023	1867	x.my5651_rel.z10a_bee.pk1
0.007810	0	0	0	1574	x.my5710_rel.z10a_bee.pk1
0.007597	0	0	0	1618	x.my5720_rel.z10a_bee.pk1
0.007690	0	0	0	1603	x.my5730_rel.z10a_bee.pk1
0.007901	0	0	0	1555	x.my5744_rel.z10a_bee.pk1
0.008394	0	0	0	1454	x.my8013_rel.z10a_bee.pk1
0.008580	0	0	0	1415	x.my8014_rel.z10a_bee.pk1
0.008944	0	0	0	1359	x.my8020_rel.z10a_bee.pk1
0.008353	0	0	0	1456	x.my8028_rel.z10a_bee.pk1
0.008998	0	0	0	1353	x.my8035_rel.z10a_bee.pk1
0.008931	0	0	0	1359	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.02		1	1	1.05	0.98	x.my5631_rel.z10a_bee.pk1
1.03		1	1	1.05	0.97	x.my5641_rel.z10a_bee.pk1
1.04		1	1	1.05	0.96	x.my5651_rel.z10a_bee.pk1
1.23		1	1	0.00	0.81	x.my5710_rel.z10a_bee.pk1
1.20		1	1	0.00	0.84	x.my5720_rel.z10a_bee.pk1
1.21		1	1	0.00	0.83	x.my5730_rel.z10a_bee.pk1
1.25		1	1	0.00	0.80	x.my5744_rel.z10a_bee.pk1
1.33		1	1	0.00	0.75	x.my8013_rel.z10a_bee.pk1
1.35		1	1	0.00	0.73	x.my8014_rel.z10a_bee.pk1
1.41		1	1	0.00	0.70	x.my8020_rel.z10a_bee.pk1
1.32		1	1	0.00	0.75	x.my8028_rel.z10a_bee.pk1
1.42		1	1	0.00	0.70	x.my8035_rel.z10a_bee.pk1
1.41		1	1	0.00	0.70	x.my8036_rel.z10a_bee.pk1

sb.met.update-inlist.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.003500	0.867	3.468	23.966	3613	x.my5621_rel.z10a_bee.pk1
0.003571	0.867	3.467	23.3	3598	x.my5631_rel.z10a_bee.pk1
0.002966	0.867	3.468	23.494	4257	x.my5641_rel.z10a_bee.pk1
0.002953	0.867	3.468	22.788	4322	x.my5651_rel.z10a_bee.pk1
0.004076	0	0	27.802	3356	x.my5710_rel.z10a_bee.pk1
0.003638	0	0	26.768	3790	x.my5720_rel.z10a_bee.pk1
0.003570	0	0	26.735	3898	x.my5730_rel.z10a_bee.pk1
0.003404	0	0	26.495	3971	x.my5744_rel.z10a_bee.pk1
0.008431	0	0	28.438	3275	x.my8013_rel.z10a_bee.pk1
0.008607	0	0	28.545	3226	x.my8014_rel.z10a_bee.pk1
0.008848	0	0	28.211	2986	x.my8020_rel.z10a_bee.pk1
0.004321	0	0	28.205	3013	x.my8028_rel.z10a_bee.pk1
0.004907	0	0	30.346	2665	x.my8035_rel.z10a_bee.pk1
0.004901	0	0	30.164	2668	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.02		1.00	1.00	0.97	1.00	x.my5631_rel.z10a_bee.pk1
0.85		1.00	1.00	0.98	1.18	x.my5641_rel.z10a_bee.pk1
0.84		1.00	1.00	0.95	1.20	x.my5651_rel.z10a_bee.pk1
1.16		0.00	0.00	1.16	0.93	x.my5710_rel.z10a_bee.pk1
1.04		0.00	0.00	1.12	1.05	x.my5720_rel.z10a_bee.pk1
1.02		0.00	0.00	1.12	1.08	x.my5730_rel.z10a_bee.pk1
0.97		0.00	0.00	1.11	1.10	x.my5744_rel.z10a_bee.pk1
2.41		0.00	0.00	1.19	0.91	x.my8013_rel.z10a_bee.pk1
2.46		0.00	0.00	1.19	0.89	x.my8014_rel.z10a_bee.pk1
2.53		0.00	0.00	1.18	0.83	x.my8020_rel.z10a_bee.pk1
1.23		0.00	0.00	1.18	0.83	x.my8028_rel.z10a_bee.pk1
1.40		0.00	0.00	1.27	0.74	x.my8035_rel.z10a_bee.pk1
1.40		0.00	0.00	1.26	0.74	x.my8036_rel.z10a_bee.pk1

sb.met.update-index.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.007800	0.863	3.45	46.041	2104	x.my5621_rel.z10a_bee.pk1
0.007833	0.863	3.452	46.056	2177	x.my5631_rel.z10a_bee.pk1
0.008236	0.863	3.453	46.559	1997	x.my5641_rel.z10a_bee.pk1
0.007913	0.864	3.456	46.331	2077	x.my5651_rel.z10a_bee.pk1
0.006953	0	0	43.078	3080	x.my5710_rel.z10a_bee.pk1
0.008423	0	0	45.166	2321	x.my5720_rel.z10a_bee.pk1
0.007851	0	0	44.317	2561	x.my5730_rel.z10a_bee.pk1
0.006594	0	0	42.489	3316	x.my5744_rel.z10a_bee.pk1
0.015489	0	0	45.122	2136	x.my8013_rel.z10a_bee.pk1
0.014615	0	0	44.377	2299	x.my8014_rel.z10a_bee.pk1
0.013178	0	0	43.475	2551	x.my8020_rel.z10a_bee.pk1
0.007674	0	0	42.737	2688	x.my8028_rel.z10a_bee.pk1
0.009366	0	0	61.611	2259	x.my8035_rel.z10a_bee.pk1
0.009342	0	0	61.533	2270	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.00		1.00	1.00	1.00	1.03	x.my5631_rel.z10a_bee.pk1
1.06		1.00	1.00	1.01	0.95	x.my5641_rel.z10a_bee.pk1
1.01		1.00	1.00	1.01	0.99	x.my5651_rel.z10a_bee.pk1
0.89		0.00	0.00	0.94	1.46	x.my5710_rel.z10a_bee.pk1
1.08		0.00	0.00	0.98	1.10	x.my5720_rel.z10a_bee.pk1
1.01		0.00	0.00	0.96	1.22	x.my5730_rel.z10a_bee.pk1
0.85		0.00	0.00	0.92	1.58	x.my5744_rel.z10a_bee.pk1
1.99		0.00	0.00	0.98	1.02	x.my8013_rel.z10a_bee.pk1
1.87		0.00	0.00	0.96	1.09	x.my8014_rel.z10a_bee.pk1
1.69		0.00	0.00	0.94	1.21	x.my8020_rel.z10a_bee.pk1
0.98		0.00	0.00	0.93	1.28	x.my8028_rel.z10a_bee.pk1
1.20		0.00	0.00	1.34	1.07	x.my8035_rel.z10a_bee.pk1
1.20		0.00	0.00	1.34	1.08	x.my8036_rel.z10a_bee.pk1

sb.met.update-nonindex.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.001393	0.164	0.656	4.932	10687	x.my5621_rel.z10a_bee.pk1
0.001399	0.164	0.656	4.965	10546	x.my5631_rel.z10a_bee.pk1
0.001415	0.164	0.656	4.886	10462	x.my5641_rel.z10a_bee.pk1
0.001399	0.164	0.656	4.896	10626	x.my5651_rel.z10a_bee.pk1
0.001754	0	0	5.436	8653	x.my5710_rel.z10a_bee.pk1
0.001713	0	0	5.586	8317	x.my5720_rel.z10a_bee.pk1
0.001739	0	0	5.546	8293	x.my5730_rel.z10a_bee.pk1
0.001613	0	0	5.862	8424	x.my5744_rel.z10a_bee.pk1
0.004012	0	0	6.099	6880	x.my8013_rel.z10a_bee.pk1
0.004126	0	0	6.215	6719	x.my8014_rel.z10a_bee.pk1
0.004297	0	0	5.774	6254	x.my8020_rel.z10a_bee.pk1
0.002167	0	0	5.815	6097	x.my8028_rel.z10a_bee.pk1
0.002405	0	0	7.262	5541	x.my8035_rel.z10a_bee.pk1
0.002403	0	0	7.525	5520	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.00		1.00	1.00	1.01	0.99	x.my5631_rel.z10a_bee.pk1
1.02		1.00	1.00	0.99	0.98	x.my5641_rel.z10a_bee.pk1
1.00		1.00	1.00	0.99	0.99	x.my5651_rel.z10a_bee.pk1
1.26		0.00	0.00	1.10	0.81	x.my5710_rel.z10a_bee.pk1
1.23		0.00	0.00	1.13	0.78	x.my5720_rel.z10a_bee.pk1
1.25		0.00	0.00	1.12	0.78	x.my5730_rel.z10a_bee.pk1
1.16		0.00	0.00	1.19	0.79	x.my5744_rel.z10a_bee.pk1
2.88		0.00	0.00	1.24	0.64	x.my8013_rel.z10a_bee.pk1
2.96		0.00	0.00	1.26	0.63	x.my8014_rel.z10a_bee.pk1
3.08		0.00	0.00	1.17	0.59	x.my8020_rel.z10a_bee.pk1
1.56		0.00	0.00	1.18	0.57	x.my8028_rel.z10a_bee.pk1
1.73		0.00	0.00	1.47	0.52	x.my8035_rel.z10a_bee.pk1
1.73		0.00	0.00	1.53	0.52	x.my8036_rel.z10a_bee.pk1

sb.met.update-one.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.001331	0.164	0.654	2.153	11138	x.my5621_rel.z10a_bee.pk1
0.001336	0.163	0.654	2.085	11025	x.my5631_rel.z10a_bee.pk1
0.001348	0.164	0.654	2.115	10921	x.my5641_rel.z10a_bee.pk1
0.001336	0.164	0.654	2.124	11071	x.my5651_rel.z10a_bee.pk1
0.001654	0	0	2.377	9082	x.my5710_rel.z10a_bee.pk1
0.001607	0	0	2.439	8646	x.my5720_rel.z10a_bee.pk1
0.001616	0	0	2.444	8665	x.my5730_rel.z10a_bee.pk1
0.001509	0	0	2.441	8803	x.my5744_rel.z10a_bee.pk1
0.003834	0	0	2.857	7149	x.my8013_rel.z10a_bee.pk1
0.003930	0	0	2.905	6983	x.my8014_rel.z10a_bee.pk1
0.004162	0	0	2.942	6458	x.my8020_rel.z10a_bee.pk1
0.002112	0	0	3.008	6205	x.my8028_rel.z10a_bee.pk1
0.002268	0	0	3.123	5680	x.my8035_rel.z10a_bee.pk1
0.002278	0	0	3.166	5662	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.00		0.99	1.00	0.97	0.99	x.my5631_rel.z10a_bee.pk1
1.01		1.00	1.00	0.98	0.98	x.my5641_rel.z10a_bee.pk1
1.00		1.00	1.00	0.99	0.99	x.my5651_rel.z10a_bee.pk1
1.24		0.00	0.00	1.10	0.82	x.my5710_rel.z10a_bee.pk1
1.21		0.00	0.00	1.13	0.78	x.my5720_rel.z10a_bee.pk1
1.21		0.00	0.00	1.14	0.78	x.my5730_rel.z10a_bee.pk1
1.13		0.00	0.00	1.13	0.79	x.my5744_rel.z10a_bee.pk1
2.88		0.00	0.00	1.33	0.64	x.my8013_rel.z10a_bee.pk1
2.95		0.00	0.00	1.35	0.63	x.my8014_rel.z10a_bee.pk1
3.13		0.00	0.00	1.37	0.58	x.my8020_rel.z10a_bee.pk1
1.59		0.00	0.00	1.40	0.56	x.my8028_rel.z10a_bee.pk1
1.70		0.00	0.00	1.45	0.51	x.my8035_rel.z10a_bee.pk1
1.71		0.00	0.00	1.47	0.51	x.my8036_rel.z10a_bee.pk1

sb.met.update-zipf.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.001383	0.164	0.655	4.239	10688	x.my5621_rel.z10a_bee.pk1
0.001396	0.164	0.655	4.245	10600	x.my5631_rel.z10a_bee.pk1
0.001398	0.164	0.655	4.219	10511	x.my5641_rel.z10a_bee.pk1
0.001389	0.164	0.655	4.273	10690	x.my5651_rel.z10a_bee.pk1
0.001741	0	0	4.52	8741	x.my5710_rel.z10a_bee.pk1
0.001704	0	0	5.16	8301	x.my5720_rel.z10a_bee.pk1
0.001694	0	0	4.736	8366	x.my5730_rel.z10a_bee.pk1
0.001594	0	0	4.798	8472	x.my5744_rel.z10a_bee.pk1
0.003956	0	0	4.974	6954	x.my8013_rel.z10a_bee.pk1
0.004079	0	0	4.937	6757	x.my8014_rel.z10a_bee.pk1
0.004252	0	0	4.609	6311	x.my8020_rel.z10a_bee.pk1
0.002139	0	0	4.927	6107	x.my8028_rel.z10a_bee.pk1
0.002345	0	0	5.069	5547	x.my8035_rel.z10a_bee.pk1
0.002364	0	0	5.005	5527	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.01		1.00	1.00	1.00	0.99	x.my5631_rel.z10a_bee.pk1
1.01		1.00	1.00	1.00	0.98	x.my5641_rel.z10a_bee.pk1
1.00		1.00	1.00	1.01	1.00	x.my5651_rel.z10a_bee.pk1
1.26		0.00	0.00	1.07	0.82	x.my5710_rel.z10a_bee.pk1
1.23		0.00	0.00	1.22	0.78	x.my5720_rel.z10a_bee.pk1
1.22		0.00	0.00	1.12	0.78	x.my5730_rel.z10a_bee.pk1
1.15		0.00	0.00	1.13	0.79	x.my5744_rel.z10a_bee.pk1
2.86		0.00	0.00	1.17	0.65	x.my8013_rel.z10a_bee.pk1
2.95		0.00	0.00	1.16	0.63	x.my8014_rel.z10a_bee.pk1
3.07		0.00	0.00	1.09	0.59	x.my8020_rel.z10a_bee.pk1
1.55		0.00	0.00	1.16	0.57	x.my8028_rel.z10a_bee.pk1
1.70		0.00	0.00	1.20	0.52	x.my8035_rel.z10a_bee.pk1
1.71		0.00	0.00	1.18	0.52	x.my8036_rel.z10a_bee.pk1

sb.met.write-only.range10000.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.001090	0.082	0.327	4.31	13642	x.my5621_rel.z10a_bee.pk1
0.001091	0.082	0.327	4.319	13794	x.my5631_rel.z10a_bee.pk1
0.001127	0.082	0.328	4.422	13190	x.my5641_rel.z10a_bee.pk1
0.001110	0.082	0.327	4.45	13439	x.my5651_rel.z10a_bee.pk1
0.001261	0	0	4.349	12757	x.my5710_rel.z10a_bee.pk1
0.001309	0	0	4.544	12218	x.my5720_rel.z10a_bee.pk1
0.001287	0	0	4.512	12364	x.my5730_rel.z10a_bee.pk1
0.001275	0	0	4.485	12220	x.my5744_rel.z10a_bee.pk1
0.002910	0	0	4.837	10052	x.my8013_rel.z10a_bee.pk1
0.002954	0	0	4.72	9934	x.my8014_rel.z10a_bee.pk1
0.003068	0	0	4.78	9327	x.my8020_rel.z10a_bee.pk1
0.001629	0	0	4.817	9281	x.my8028_rel.z10a_bee.pk1
0.001885	0	0	6.762	8089	x.my8035_rel.z10a_bee.pk1
0.001893	0	0	6.922	8065	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.00		1.00	1.00	1.00	1.01	x.my5631_rel.z10a_bee.pk1
1.03		1.00	1.00	1.03	0.97	x.my5641_rel.z10a_bee.pk1
1.02		1.00	1.00	1.03	0.99	x.my5651_rel.z10a_bee.pk1
1.16		0.00	0.00	1.01	0.94	x.my5710_rel.z10a_bee.pk1
1.20		0.00	0.00	1.05	0.90	x.my5720_rel.z10a_bee.pk1
1.18		0.00	0.00	1.05	0.91	x.my5730_rel.z10a_bee.pk1
1.17		0.00	0.00	1.04	0.90	x.my5744_rel.z10a_bee.pk1
2.67		0.00	0.00	1.12	0.74	x.my8013_rel.z10a_bee.pk1
2.71		0.00	0.00	1.10	0.73	x.my8014_rel.z10a_bee.pk1
2.81		0.00	0.00	1.11	0.68	x.my8020_rel.z10a_bee.pk1
1.49		0.00	0.00	1.12	0.68	x.my8028_rel.z10a_bee.pk1
1.73		0.00	0.00	1.57	0.59	x.my8035_rel.z10a_bee.pk1
1.74		0.00	0.00	1.61	0.59	x.my8036_rel.z10a_bee.pk1

sb.met.read-write.range10.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.000885	0.022	0.086	1.291	15176	x.my5621_rel.z10a_bee.pk1
0.000902	0.021	0.086	1.288	14830	x.my5631_rel.z10a_bee.pk1
0.000905	0.022	0.086	1.292	14769	x.my5641_rel.z10a_bee.pk1
0.000903	0.022	0.086	1.315	14818	x.my5651_rel.z10a_bee.pk1
0.001064	0	0	1.374	13314	x.my5710_rel.z10a_bee.pk1
0.001068	0	0	1.4	13184	x.my5720_rel.z10a_bee.pk1
0.001062	0	0	1.389	13300	x.my5730_rel.z10a_bee.pk1
0.001048	0	0	1.358	12863	x.my5744_rel.z10a_bee.pk1
0.002316	0	0	1.463	11288	x.my8013_rel.z10a_bee.pk1
0.001351	0	0	1.495	10728	x.my8014_rel.z10a_bee.pk1
0.001368	0	0	1.484	10272	x.my8020_rel.z10a_bee.pk1
0.001272	0	0	1.446	10572	x.my8028_rel.z10a_bee.pk1
0.001410	0	0	1.952	9630	x.my8035_rel.z10a_bee.pk1
0.001406	0	0	1.953	9651	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.02		0.95	1.00	1.00	0.98	x.my5631_rel.z10a_bee.pk1
1.02		1.00	1.00	1.00	0.97	x.my5641_rel.z10a_bee.pk1
1.02		1.00	1.00	1.02	0.98	x.my5651_rel.z10a_bee.pk1
1.20		0.00	0.00	1.06	0.88	x.my5710_rel.z10a_bee.pk1
1.21		0.00	0.00	1.08	0.87	x.my5720_rel.z10a_bee.pk1
1.20		0.00	0.00	1.08	0.88	x.my5730_rel.z10a_bee.pk1
1.18		0.00	0.00	1.05	0.85	x.my5744_rel.z10a_bee.pk1
2.62		0.00	0.00	1.13	0.74	x.my8013_rel.z10a_bee.pk1
1.53		0.00	0.00	1.16	0.71	x.my8014_rel.z10a_bee.pk1
1.55		0.00	0.00	1.15	0.68	x.my8020_rel.z10a_bee.pk1
1.44		0.00	0.00	1.12	0.70	x.my8028_rel.z10a_bee.pk1
1.59		0.00	0.00	1.51	0.63	x.my8035_rel.z10a_bee.pk1
1.59		0.00	0.00	1.51	0.64	x.my8036_rel.z10a_bee.pk1

sb.met.read-write.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.001339	0.021	0.085	9.099	10434	x.my5621_rel.z10a_bee.pk1
0.001377	0.021	0.084	8.305	9970	x.my5631_rel.z10a_bee.pk1
0.001415	0.021	0.085	9.729	9762	x.my5641_rel.z10a_bee.pk1
0.001265	0.021	0.085	1.182	10404	x.my5651_rel.z10a_bee.pk1
0.001349	0	0	1.174	10164	x.my5710_rel.z10a_bee.pk1
0.001354	0	0	1.198	10052	x.my5720_rel.z10a_bee.pk1
0.001349	0	0	1.214	10135	x.my5730_rel.z10a_bee.pk1
0.001336	0	0	1.196	9885	x.my5744_rel.z10a_bee.pk1
0.002659	0	0	1.293	8926	x.my8013_rel.z10a_bee.pk1
0.001634	0	0	1.296	8624	x.my8014_rel.z10a_bee.pk1
0.001662	0	0	1.251	8343	x.my8020_rel.z10a_bee.pk1
0.001569	0	0	1.25	8362	x.my8028_rel.z10a_bee.pk1
0.001727	0	0	1.73	7679	x.my8035_rel.z10a_bee.pk1
0.001735	0	0	1.765	7663	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.03		1.00	0.99	0.91	0.96	x.my5631_rel.z10a_bee.pk1
1.06		1.00	1.00	1.07	0.94	x.my5641_rel.z10a_bee.pk1
0.94		1.00	1.00	0.13	1.00	x.my5651_rel.z10a_bee.pk1
1.01		0.00	0.00	0.13	0.97	x.my5710_rel.z10a_bee.pk1
1.01		0.00	0.00	0.13	0.96	x.my5720_rel.z10a_bee.pk1
1.01		0.00	0.00	0.13	0.97	x.my5730_rel.z10a_bee.pk1
1.00		0.00	0.00	0.13	0.95	x.my5744_rel.z10a_bee.pk1
1.99		0.00	0.00	0.14	0.86	x.my8013_rel.z10a_bee.pk1
1.22		0.00	0.00	0.14	0.83	x.my8014_rel.z10a_bee.pk1
1.24		0.00	0.00	0.14	0.80	x.my8020_rel.z10a_bee.pk1
1.17		0.00	0.00	0.14	0.80	x.my8028_rel.z10a_bee.pk1
1.29		0.00	0.00	0.19	0.74	x.my8035_rel.z10a_bee.pk1
1.30		0.00	0.00	0.19	0.73	x.my8036_rel.z10a_bee.pk1

sb.met.read-only.range10.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.000709	0	0	0.002	18218	x.my5621_rel.z10a_bee.pk1
0.000718	0	0	0.002	17774	x.my5631_rel.z10a_bee.pk1
0.000718	0	0	0.002	17917	x.my5641_rel.z10a_bee.pk1
0.000721	0	0	0.002	17875	x.my5651_rel.z10a_bee.pk1
0.000829	0	0	0	15643	x.my5710_rel.z10a_bee.pk1
0.000835	0	0	0	15486	x.my5720_rel.z10a_bee.pk1
0.000831	0	0	0	15709	x.my5730_rel.z10a_bee.pk1
0.000859	0	0	0	15060	x.my5744_rel.z10a_bee.pk1
0.000940	0	0	0	13744	x.my8013_rel.z10a_bee.pk1
0.000961	0	0	0	13462	x.my8014_rel.z10a_bee.pk1
0.001004	0	0	0	12914	x.my8020_rel.z10a_bee.pk1
0.000990	0	0	0	12989	x.my8028_rel.z10a_bee.pk1
0.001073	0	0	0	11962	x.my8035_rel.z10a_bee.pk1
0.001079	0	0	0	11948	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.01		1	1	1.00	0.98	x.my5631_rel.z10a_bee.pk1
1.01		1	1	1.00	0.98	x.my5641_rel.z10a_bee.pk1
1.02		1	1	1.00	0.98	x.my5651_rel.z10a_bee.pk1
1.17		1	1	0.00	0.86	x.my5710_rel.z10a_bee.pk1
1.18		1	1	0.00	0.85	x.my5720_rel.z10a_bee.pk1
1.17		1	1	0.00	0.86	x.my5730_rel.z10a_bee.pk1
1.21		1	1	0.00	0.83	x.my5744_rel.z10a_bee.pk1
1.33		1	1	0.00	0.75	x.my8013_rel.z10a_bee.pk1
1.36		1	1	0.00	0.74	x.my8014_rel.z10a_bee.pk1
1.42		1	1	0.00	0.71	x.my8020_rel.z10a_bee.pk1
1.40		1	1	0.00	0.71	x.my8028_rel.z10a_bee.pk1
1.51		1	1	0.00	0.66	x.my8035_rel.z10a_bee.pk1
1.52		1	1	0.00	0.66	x.my8036_rel.z10a_bee.pk1

sb.met.read-only.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.001075	0	0	0.004	11677	x.my5621_rel.z10a_bee.pk1
0.001107	0	0	0.004	11377	x.my5631_rel.z10a_bee.pk1
0.001104	0	0	0.004	11393	x.my5641_rel.z10a_bee.pk1
0.001106	0	0	0.004	11324	x.my5651_rel.z10a_bee.pk1
0.001135	0	0	0	11273	x.my5710_rel.z10a_bee.pk1
0.001142	0	0	0	11219	x.my5720_rel.z10a_bee.pk1
0.001136	0	0	0	11288	x.my5730_rel.z10a_bee.pk1
0.001170	0	0	0	10825	x.my5744_rel.z10a_bee.pk1
0.001269	0	0	0	9972	x.my8013_rel.z10a_bee.pk1
0.001297	0	0	0	9820	x.my8014_rel.z10a_bee.pk1
0.001335	0	0	0	9571	x.my8020_rel.z10a_bee.pk1
0.001337	0	0	0	9481	x.my8028_rel.z10a_bee.pk1
0.001450	0	0	0	8765	x.my8035_rel.z10a_bee.pk1
0.001453	0	0	0	8754	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.03		1	1	1.00	0.97	x.my5631_rel.z10a_bee.pk1
1.03		1	1	1.00	0.98	x.my5641_rel.z10a_bee.pk1
1.03		1	1	1.00	0.97	x.my5651_rel.z10a_bee.pk1
1.06		1	1	0.00	0.97	x.my5710_rel.z10a_bee.pk1
1.06		1	1	0.00	0.96	x.my5720_rel.z10a_bee.pk1
1.06		1	1	0.00	0.97	x.my5730_rel.z10a_bee.pk1
1.09		1	1	0.00	0.93	x.my5744_rel.z10a_bee.pk1
1.18		1	1	0.00	0.85	x.my8013_rel.z10a_bee.pk1
1.21		1	1	0.00	0.84	x.my8014_rel.z10a_bee.pk1
1.24		1	1	0.00	0.82	x.my8020_rel.z10a_bee.pk1
1.24		1	1	0.00	0.81	x.my8028_rel.z10a_bee.pk1
1.35		1	1	0.00	0.75	x.my8035_rel.z10a_bee.pk1
1.35		1	1	0.00	0.75	x.my8036_rel.z10a_bee.pk1

sb.met.read-only.range10000.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.043828	0	0	0.039	299	x.my5621_rel.z10a_bee.pk1
0.045038	0	0	0.045	291	x.my5631_rel.z10a_bee.pk1
0.045749	0	0	0.029	287	x.my5641_rel.z10a_bee.pk1
0.045611	0	0	0.033	288	x.my5651_rel.z10a_bee.pk1
0.036671	0	0	0.007	364	x.my5710_rel.z10a_bee.pk1
0.036692	0	0	0.006	364	x.my5720_rel.z10a_bee.pk1
0.037172	0	0	0.01	359	x.my5730_rel.z10a_bee.pk1
0.038110	0	0	0.014	348	x.my5744_rel.z10a_bee.pk1
0.041499	0	0	0.009	322	x.my8013_rel.z10a_bee.pk1
0.041580	0	0	0.006	319	x.my8014_rel.z10a_bee.pk1
0.041155	0	0	0.01	321	x.my8020_rel.z10a_bee.pk1
0.043223	0	0	0.047	305	x.my8028_rel.z10a_bee.pk1
0.044600	0	0	0.017	292	x.my8035_rel.z10a_bee.pk1
