wa-I	wa-C	sa	ca	Nruns	Nlvls	ph	pm	rs	rn	isdom	F	L	C
69.7	91.7	1.02	0.004	11	4	130.4	130.0	274.0	6.0	True	TLN	T1LN2L4X0	t:1:2-l:50.797:6-l:50.797:1-l:50.797:1
59.6	82.6	1.02	0.004	13	4	136.4	136.0	312.0	7.0	True	TLN	T1LN2L4X0	t:1:4-l:50.797:6-l:50.797:1-l:50.797:1
56.2	80.2	1.02	0.004	15	4	142.4	142.0	350.0	7.6	False	TLN	T1LN2L4X0	t:1:6-l:50.797:6-l:50.797:1-l:50.797:1
54.5	78.5	1.02	0.004	17	4	148.4	148.0	388.0	8.0	False	TLN	T1LN2L4X0	t:1:8-l:50.797:6-l:50.797:1-l:50.797:1
49.2	76.2	1.02	0.004	61	4	286.3	286.0	1230.0	10.9	True	TLN	T1LN2L4X0	t:1:51-l:50.797:7-l:50.797:1-l:50.797:1
49.5	76.5	1.02	0.004	48	4	247.3	247.0	983.0	10.5	True	TLN	T1LN2L4X0	t:1:38-l:50.797:7-l:50.797:1-l:50.797:1
50.1	76.1	1.02	0.004	35	4	208.3	208.0	736.0	9.9	True	TLN	T1LN2L4X0	t:1:25-l:50.797:7-l:50.797:1-l:50.797:1
51.8	76.8	1.02	0.004	22	4	169.3	169.0	489.0	8.8	False	TLN	T1LN2L4X0	t:1:12-l:50.797:7-l:50.797:1-l:50.797:1
68.8	90.8	1.02	0.004	12	4	139.3	139.0	299.0	6.3	True	TLN	T1LN2L4X0	t:1:2-l:50.797:7-l:50.797:1-l:50.797:1
58.6	81.6	1.02	0.004	14	4	145.3	145.0	337.0	7.3	False	TLN	T1LN2L4X0	t:1:4-l:50.797:7-l:50.797:1-l:50.797:1
55.2	79.2	1.02	0.004	16	4	151.3	151.0	375.0	7.8	False	TLN	T1LN2L4X0	t:1:6-l:50.797:7-l:50.797:1-l:50.797:1
53.5	77.5	1.02	0.004	18	4	157.3	157.0	413.0	8.3	False	TLN	T1LN2L4X0	t:1:8-l:50.797:7-l:50.797:1-l:50.797:1
48.5	75.5	1.02	0.004	62	4	295.3	295.0	1255.0	11.1	True	TLN	T1LN2L4X0	t:1:51-l:50.797:8-l:50.797:1-l:50.797:1
48.8	75.8	1.02	0.004	49	4	256.3	256.0	1008.0	10.7	False	TLN	T1LN2L4X0	t:1:38-l:50.797:8-l:50.797:1-l:50.797:1
49.3	75.3	1.02	0.004	36	4	217.3	217.0	761.0	10.1	False	TLN	T1LN2L4X0	t:1:25-l:50.797:8-l:50.797:1-l:50.797:1
51.1	76.1	1.02	0.004	23	4	178.3	178.0	514.0	9.0	False	TLN	T1LN2L4X0	t:1:12-l:50.797:8-l:50.797:1-l:50.797:1
68.0	90.0	1.02	0.004	13	4	148.3	148.0	324.0	6.5	True	TLN	T1LN2L4X0	t:1:2-l:50.797:8-l:50.797:1-l:50.797:1
57.9	80.9	1.02	0.004	15	4	154.3	154.0	362.0	7.5	True	TLN	T1LN2L4X0	t:1:4-l:50.797:8-l:50.797:1-l:50.797:1
54.5	78.5	1.02	0.004	17	4	160.3	160.0	400.0	8.0	True	TLN	T1LN2L4X0	t:1:6-l:50.797:8-l:50.797:1-l:50.797:1
52.8	76.8	1.02	0.004	19	4	166.3	166.0	438.0	8.4	False	TLN	T1LN2L4X0	t:1:8-l:50.797:8-l:50.797:1-l:50.797:1
43.4	69.4	1.04	0.004	57	4	256.7	256.0	1136.0	10.1	True	TLN	T1LN3L4X0	t:1:51-l:50.797:2-l:50.797:2-l:50.797:1
43.7	69.7	1.04	0.004	44	4	217.7	217.0	889.0	9.7	True	TLN	T1LN3L4X0	t:1:38-l:50.797:2-l:50.797:2-l:50.797:1
44.3	69.3	1.04	0.004	31	4	178.7	178.0	642.0	9.1	True	TLN	T1LN3L4X0	t:1:25-l:50.797:2-l:50.797:2-l:50.797:1
46.0	70.0	1.04	0.004	18	4	139.7	139.0	395.0	8.0	True	TLN	T1LN3L4X0	t:1:12-l:50.797:2-l:50.797:2-l:50.797:1
63.0	84.0	1.04	0.004	8	4	109.7	109.0	205.0	5.5	True	TLN	T1LN3L4X0	t:1:2-l:50.797:2-l:50.797:2-l:50.797:1
52.8	74.8	1.04	0.004	10	4	115.7	115.0	243.0	6.5	True	TLN	T1LN3L4X0	t:1:4-l:50.797:2-l:50.797:2-l:50.797:1
49.4	72.4	1.04	0.004	12	4	121.7	121.0	281.0	7.0	True	TLN	T1LN3L4X0	t:1:6-l:50.797:2-l:50.797:2-l:50.797:1
47.7	70.7	1.04	0.004	14	4	127.7	127.0	319.0	7.5	True	TLN	T1LN3L4X0	t:1:8-l:50.797:2-l:50.797:2-l:50.797:1
29.9	57.9	1.06	0.004	59	4	280.6	280.0	1192.0	11.3	True	TLN	T1LN3L4X0	t:1:51-l:50.797:3-l:50.797:3-l:50.797:1
30.2	58.2	1.06	0.004	46	4	241.6	241.0	945.0	10.9	True	TLN	T1LN3L4X0	t:1:38-l:50.797:3-l:50.797:3-l:50.797:1
30.7	57.7	1.06	0.004	33	4	202.6	202.0	698.0	10.3	True	TLN	T1LN3L4X0	t:1:25-l:50.797:3-l:50.797:3-l:50.797:1
32.5	58.5	1.06	0.004	20	4	163.6	163.0	451.0	9.2	True	TLN	T1LN3L4X0	t:1:12-l:50.797:3-l:50.797:3-l:50.797:1
49.4	72.4	1.06	0.004	10	4	133.6	133.0	261.0	6.6	True	TLN	T1LN3L4X0	t:1:2-l:50.797:3-l:50.797:3-l:50.797:1
39.3	63.3	1.06	0.004	12	4	139.6	139.0	299.0	7.6	True	TLN	T1LN3L4X0	t:1:4-l:50.797:3-l:50.797:3-l:50.797:1
35.9	60.9	1.06	0.004	14	4	145.6	145.0	337.0	8.2	True	TLN	T1LN3L4X0	t:1:6-l:50.797:3-l:50.797:3-l:50.797:1
34.2	59.2	1.06	0.004	16	4	151.6	151.0	375.0	8.6	True	TLN	T1LN3L4X0	t:1:8-l:50.797:3-l:50.797:3-l:50.797:1
23.1	51.1	1.08	0.004	61	4	304.2	304.0	1248.0	12.1	True	TLN	T1LN3L4X0	t:1:51-l:50.797:4-l:50.797:4-l:50.797:1
23.4	51.4	1.08	0.004	48	4	265.2	265.0	1001.0	11.7	True	TLN	T1LN3L4X0	t:1:38-l:50.797:4-l:50.797:4-l:50.797:1
23.9	50.9	1.08	0.004	35	4	226.2	226.0	754.0	11.1	True	TLN	T1LN3L4X0	t:1:25-l:50.797:4-l:50.797:4-l:50.797:1
25.7	51.7	1.08	0.004	22	4	187.3	187.0	507.0	10.0	True	TLN	T1LN3L4X0	t:1:12-l:50.797:4-l:50.797:4-l:50.797:1
42.6	65.6	1.08	0.004	12	4	157.3	157.0	317.0	7.5	True	TLN	T1LN3L4X0	t:1:2-l:50.797:4-l:50.797:4-l:50.797:1
32.5	56.5	1.08	0.004	14	4	163.3	163.0	355.0	8.4	True	TLN	T1LN3L4X0	t:1:4-l:50.797:4-l:50.797:4-l:50.797:1
29.1	54.1	1.08	0.004	16	4	169.3	169.0	393.0	9.0	True	TLN	T1LN3L4X0	t:1:6-l:50.797:4-l:50.797:4-l:50.797:1
27.4	52.4	1.08	0.004	18	4	175.3	175.0	431.0	9.4	True	TLN	T1LN3L4X0	t:1:8-l:50.797:4-l:50.797:4-l:50.797:1
19.1	49.1	1.1	0.005	63	4	327.5	328.0	1304.0	12.8	True	TLN	T1LN3L4X0	t:1:51-l:50.797:5-l:50.797:5-l:50.797:1
19.3	49.3	1.1	0.005	50	4	288.6	289.0	1057.0	12.3	True	TLN	T1LN3L4X0	t:1:38-l:50.797:5-l:50.797:5-l:50.797:1
19.9	48.9	1.1	0.005	37	4	249.6	250.0	810.0	11.7	True	TLN	T1LN3L4X0	t:1:25-l:50.797:5-l:50.797:5-l:50.797:1
21.6	49.6	1.1	0.005	24	4	210.6	211.0	563.0	10.7	True	TLN	T1LN3L4X0	t:1:12-l:50.797:5-l:50.797:5-l:50.797:1
38.6	63.6	1.1	0.005	14	4	180.6	181.0	373.0	8.1	True	TLN	T1LN3L4X0	t:1:2-l:50.797:5-l:50.797:5-l:50.797:1
28.4	54.4	1.1	0.005	16	4	186.6	187.0	411.0	9.1	True	TLN	T1LN3L4X0	t:1:4-l:50.797:5-l:50.797:5-l:50.797:1
25.0	52.0	1.1	0.005	18	4	192.6	193.0	449.0	9.7	True	TLN	T1LN3L4X0	t:1:6-l:50.797:5-l:50.797:5-l:50.797:1
23.3	50.3	1.1	0.005	20	4	198.6	199.0	487.0	10.1	True	TLN	T1LN3L4X0	t:1:8-l:50.797:5-l:50.797:5-l:50.797:1
16.3	46.3	1.12	0.005	65	4	350.6	352.0	1360.0	13.3	True	TLN	T1LN3L4X0	t:1:51-l:50.797:6-l:50.797:6-l:50.797:1
16.6	46.6	1.12	0.005	52	4	311.6	313.0	1113.0	12.9	True	TLN	T1LN3L4X0	t:1:38-l:50.797:6-l:50.797:6-l:50.797:1
17.2	46.2	1.12	0.005	39	4	272.6	274.0	866.0	12.3	True	TLN	T1LN3L4X0	t:1:25-l:50.797:6-l:50.797:6-l:50.797:1
18.9	46.9	1.12	0.005	26	4	233.6	235.0	619.0	11.2	True	TLN	T1LN3L4X0	t:1:12-l:50.797:6-l:50.797:6-l:50.797:1
35.9	60.9	1.12	0.005	16	4	203.6	205.0	429.0	8.6	True	TLN	T1LN3L4X0	t:1:2-l:50.797:6-l:50.797:6-l:50.797:1
25.7	51.7	1.12	0.005	18	4	209.6	211.0	467.0	9.6	True	TLN	T1LN3L4X0	t:1:4-l:50.797:6-l:50.797:6-l:50.797:1
22.3	49.3	1.12	0.005	20	4	215.6	217.0	505.0	10.2	True	TLN	T1LN3L4X0	t:1:6-l:50.797:6-l:50.797:6-l:50.797:1
20.6	47.6	1.12	0.005	22	4	221.6	223.0	543.0	10.6	True	TLN	T1LN3L4X0	t:1:8-l:50.797:6-l:50.797:6-l:50.797:1
14.4	44.4	1.14	0.005	67	4	373.3	376.0	1416.0	13.7	True	TLN	T1LN3L4X0	t:1:51-l:50.797:7-l:50.797:7-l:50.797:1
14.7	44.7	1.14	0.005	54	4	334.3	337.0	1169.0	13.3	True	TLN	T1LN3L4X0	t:1:38-l:50.797:7-l:50.797:7-l:50.797:1
15.2	44.2	1.14	0.005	41	4	295.3	298.0	922.0	12.7	True	TLN	T1LN3L4X0	t:1:25-l:50.797:7-l:50.797:7-l:50.797:1
17.0	45.0	1.14	0.005	28	4	256.3	259.0	675.0	11.6	True	TLN	T1LN3L4X0	t:1:12-l:50.797:7-l:50.797:7-l:50.797:1
33.9	58.9	1.14	0.005	18	4	226.3	229.0	485.0	9.1	True	TLN	T1LN3L4X0	t:1:2-l:50.797:7-l:50.797:7-l:50.797:1
23.8	49.8	1.14	0.005	20	4	232.3	235.0	523.0	10.1	True	TLN	T1LN3L4X0	t:1:4-l:50.797:7-l:50.797:7-l:50.797:1
20.4	47.4	1.14	0.005	22	4	238.3	241.0	561.0	10.6	True	TLN	T1LN3L4X0	t:1:6-l:50.797:7-l:50.797:7-l:50.797:1
18.7	45.7	1.14	0.005	24	4	244.3	247.0	599.0	11.1	True	TLN	T1LN3L4X0	t:1:8-l:50.797:7-l:50.797:7-l:50.797:1
13.0	43.0	1.16	0.006	69	4	395.7	400.0	1472.0	14.1	True	TLN	T1LN3L4X0	t:1:51-l:50.797:8-l:50.797:8-l:50.797:1
13.2	43.2	1.16	0.006	56	4	356.7	361.0	1225.0	13.7	True	TLN	T1LN3L4X0	t:1:38-l:50.797:8-l:50.797:8-l:50.797:1
13.8	42.8	1.16	0.006	43	4	317.7	322.0	978.0	13.1	True	TLN	T1LN3L4X0	t:1:25-l:50.797:8-l:50.797:8-l:50.797:1
15.5	43.5	1.16	0.006	30	4	278.7	283.0	731.0	12.0	True	TLN	T1LN3L4X0	t:1:12-l:50.797:8-l:50.797:8-l:50.797:1
32.5	57.5	1.16	0.006	20	4	248.7	253.0	541.0	9.4	True	TLN	T1LN3L4X0	t:1:2-l:50.797:8-l:50.797:8-l:50.797:1
22.3	48.3	1.16	0.006	22	4	254.7	259.0	579.0	10.4	True	TLN	T1LN3L4X0	t:1:4-l:50.797:8-l:50.797:8-l:50.797:1
18.9	45.9	1.16	0.006	24	4	260.7	265.0	617.0	11.0	True	TLN	T1LN3L4X0	t:1:6-l:50.797:8-l:50.797:8-l:50.797:1
17.2	44.2	1.16	0.006	26	4	266.7	271.0	655.0	11.4	True	TLN	T1LN3L4X0	t:1:8-l:50.797:8-l:50.797:8-l:50.797:1
54.2	79.2	1.03	0.004	56	4	241.6	241.0	1105.0	9.1	True	TLN	T1LN2L4X1	t:1:51-l:64.000:2-l:64.000:1-l:32.000:1
54.5	79.5	1.03	0.004	43	4	202.6	202.0	858.0	8.7	True	TLN	T1LN2L4X1	t:1:38-l:64.000:2-l:64.000:1-l:32.000:1
55.2	79.2	1.03	0.004	30	4	163.6	163.0	611.0	8.1	True	TLN	T1LN2L4X1	t:1:25-l:64.000:2-l:64.000:1-l:32.000:1
57.5	80.5	1.03	0.004	17	4	124.6	124.0	364.0	7.0	False	TLN	T1LN2L4X1	t:1:12-l:64.000:2-l:64.000:1-l:32.000:1
78.8	98.8	1.03	0.004	7	4	94.6	94.0	174.0	4.5	False	TLN	T1LN2L4X1	t:1:2-l:64.000:2-l:64.000:1-l:32.000:1
66.0	87.0	1.03	0.004	9	4	100.6	100.0	212.0	5.5	False	TLN	T1LN2L4X1	t:1:4-l:64.000:2-l:64.000:1-l:32.000:1
61.7	83.7	1.03	0.004	11	4	106.6	106.0	250.0	6.0	False	TLN	T1LN2L4X1	t:1:6-l:64.000:2-l:64.000:1-l:32.000:1
59.6	81.6	1.03	0.004	13	4	112.6	112.0	288.0	6.5	False	TLN	T1LN2L4X1	t:1:8-l:64.000:2-l:64.000:1-l:32.000:1
42.2	68.2	1.04	0.004	57	4	254.7	254.0	1134.0	9.7	True	TLN	T1LN2L4X1	t:1:51-l:73.263:3-l:73.263:1-l:24.421:1
42.6	68.6	1.04	0.004	44	4	215.7	215.0	887.0	9.3	True	TLN	T1LN2L4X1	t:1:38-l:73.263:3-l:73.263:1-l:24.421:1
43.4	68.4	1.04	0.004	31	4	176.8	176.0	640.0	8.7	True	TLN	T1LN2L4X1	t:1:25-l:73.263:3-l:73.263:1-l:24.421:1
46.0	70.0	1.04	0.004	18	4	137.8	137.0	393.0	7.6	True	TLN	T1LN2L4X1	t:1:12-l:73.263:3-l:73.263:1-l:24.421:1
70.4	91.4	1.04	0.004	8	4	107.8	107.0	203.0	5.0	False	TLN	T1LN2L4X1	t:1:2-l:73.263:3-l:73.263:1-l:24.421:1
55.7	77.7	1.04	0.004	10	4	113.8	113.0	241.0	6.0	False	TLN	T1LN2L4X1	t:1:4-l:73.263:3-l:73.263:1-l:24.421:1
50.8	73.8	1.04	0.004	12	4	119.8	119.0	279.0	6.6	False	TLN	T1LN2L4X1	t:1:6-l:73.263:3-l:73.263:1-l:24.421:1
48.4	71.4	1.04	0.004	14	4	125.8	125.0	317.0	7.0	False	TLN	T1LN2L4X1	t:1:8-l:73.263:3-l:73.263:1-l:24.421:1
35.5	61.5	1.05	0.004	58	4	264.9	264.0	1160.0	10.1	True	TLN	T1LN2L4X1	t:1:51-l:80.636:4-l:80.636:1-l:20.159:1
36.0	62.0	1.05	0.004	45	4	225.9	225.0	913.0	9.7	True	TLN	T1LN2L4X1	t:1:38-l:80.636:4-l:80.636:1-l:20.159:1
36.8	61.8	1.05	0.004	32	4	186.9	186.0	666.0	9.1	True	TLN	T1LN2L4X1	t:1:25-l:80.636:4-l:80.636:1-l:20.159:1
39.6	63.6	1.05	0.004	19	4	147.9	147.0	419.0	8.0	False	TLN	T1LN2L4X1	t:1:12-l:80.636:4-l:80.636:1-l:20.159:1
66.5	87.5	1.05	0.004	9	4	117.9	117.0	229.0	5.5	True	TLN	T1LN2L4X1	t:1:2-l:80.636:4-l:80.636:1-l:20.159:1
50.4	72.4	1.05	0.004	11	4	123.9	123.0	267.0	6.5	False	TLN	T1LN2L4X1	t:1:4-l:80.636:4-l:80.636:1-l:20.159:1
45.0	68.0	1.05	0.004	13	4	129.9	129.0	305.0	7.0	False	TLN	T1LN2L4X1	t:1:6-l:80.636:4-l:80.636:1-l:20.159:1
42.3	65.3	1.05	0.004	15	4	135.9	135.0	343.0	7.5	False	TLN	T1LN2L4X1	t:1:8-l:80.636:4-l:80.636:1-l:20.159:1
31.2	58.2	1.06	0.004	59	4	275.0	274.0	1186.0	10.4	True	TLN	T1LN2L4X1	t:1:51-l:86.860:5-l:86.860:1-l:17.372:1
31.6	58.6	1.06	0.004	46	4	236.0	235.0	939.0	10.0	True	TLN	T1LN2L4X1	t:1:38-l:86.860:5-l:86.860:1-l:17.372:1
32.6	58.6	1.06	0.004	33	4	197.0	196.0	692.0	9.4	True	TLN	T1LN2L4X1	t:1:25-l:86.860:5-l:86.860:1-l:17.372:1
35.6	60.6	1.06	0.004	20	4	158.0	157.0	445.0	8.4	True	TLN	T1LN2L4X1	t:1:12-l:86.860:5-l:86.860:1-l:17.372:1
64.5	86.5	1.06	0.004	10	4	128.0	127.0	255.0	5.8	True	TLN	T1LN2L4X1	t:1:2-l:86.860:5-l:86.860:1-l:17.372:1
47.2	70.2	1.06	0.004	12	4	134.0	133.0	293.0	6.8	True	TLN	T1LN2L4X1	t:1:4-l:86.860:5-l:86.860:1-l:17.372:1
41.4	65.4	1.06	0.004	14	4	140.0	139.0	331.0	7.4	True	TLN	T1LN2L4X1	t:1:6-l:86.860:5-l:86.860:1-l:17.372:1
38.5	62.5	1.06	0.004	16	4	146.0	145.0	369.0	7.8	True	TLN	T1LN2L4X1	t:1:8-l:86.860:5-l:86.860:1-l:17.372:1
28.1	55.1	1.07	0.004	60	4	286.1	285.0	1213.0	10.7	True	TLN	T1LN2L4X1	t:1:51-l:92.304:6-l:92.304:1-l:15.384:1
28.6	55.6	1.07	0.004	47	4	247.2	246.0	966.0	10.3	True	TLN	T1LN2L4X1	t:1:38-l:92.304:6-l:92.304:1-l:15.384:1
29.6	55.6	1.07	0.004	34	4	208.2	207.0	719.0	9.7	True	TLN	T1LN2L4X1	t:1:25-l:92.304:6-l:92.304:1-l:15.384:1
32.8	57.8	1.07	0.004	21	4	169.2	168.0	472.0	8.6	True	TLN	T1LN2L4X1	t:1:12-l:92.304:6-l:92.304:1-l:15.384:1
63.5	85.5	1.07	0.004	11	4	139.2	138.0	282.0	6.0	True	TLN	T1LN2L4X1	t:1:2-l:92.304:6-l:92.304:1-l:15.384:1
45.1	68.1	1.07	0.004	13	4	145.2	144.0	320.0	7.0	True	TLN	T1LN2L4X1	t:1:4-l:92.304:6-l:92.304:1-l:15.384:1
38.9	62.9	1.07	0.004	15	4	151.2	150.0	358.0	7.6	True	TLN	T1LN2L4X1	t:1:6-l:92.304:6-l:92.304:1-l:15.384:1
35.8	59.8	1.07	0.004	17	4	157.2	156.0	396.0	8.0	True	TLN	T1LN2L4X1	t:1:8-l:92.304:6-l:92.304:1-l:15.384:1
25.7	52.7	1.08	0.004	61	4	296.2	295.0	1239.0	10.9	True	TLN	T1LN2L4X1	t:1:51-l:97.174:7-l:97.174:1-l:13.882:1
26.3	53.3	1.08	0.004	48	4	257.3	256.0	992.0	10.5	True	TLN	T1LN2L4X1	t:1:38-l:97.174:7-l:97.174:1-l:13.882:1
27.3	53.3	1.08	0.004	35	4	218.3	217.0	745.0	9.9	True	TLN	T1LN2L4X1	t:1:25-l:97.174:7-l:97.174:1-l:13.882:1
30.7	55.7	1.08	0.004	22	4	179.3	178.0	498.0	8.8	True	TLN	T1LN2L4X1	t:1:12-l:97.174:7-l:97.174:1-l:13.882:1
63.1	85.1	1.08	0.004	12	4	149.3	148.0	308.0	6.3	True	TLN	T1LN2L4X1	t:1:2-l:97.174:7-l:97.174:1-l:13.882:1
43.6	66.6	1.08	0.004	14	4	155.3	154.0	346.0	7.3	True	TLN	T1LN2L4X1	t:1:4-l:97.174:7-l:97.174:1-l:13.882:1
37.2	61.2	1.08	0.004	16	4	161.3	160.0	384.0	7.8	True	TLN	T1LN2L4X1	t:1:6-l:97.174:7-l:97.174:1-l:13.882:1
33.9	57.9	1.08	0.004	18	4	167.3	166.0	422.0	8.3	True	TLN	T1LN2L4X1	t:1:8-l:97.174:7-l:97.174:1-l:13.882:1
